"State","District","Kharif","Rabi"
"Karnataka","RAMANAGARA","1","0"
"Karnataka","SHIMOGA","1","0"
"Karnataka","TUMKUR","1","0"
"Karnataka","UTTAR KANNAD","1","0"
"Karnataka","YADGIR","1","0"
"Kerala","Palakkad","1","1"
"Madhya Pradesh","ALIRAJPUR","1","0"
"Madhya Pradesh","BARWANI","1","0"
"Madhya Pradesh","BETUL","1","0"
"Madhya Pradesh","BURHANPUR","1","0"
"Madhya Pradesh","CHHATARPUR","1","0"
"Madhya Pradesh","CHHINDWARA","1","0"
"Madhya Pradesh","DATIA","1","0"
"Madhya Pradesh","DEWAS","1","0"
"Madhya Pradesh","DHAR","1","0"
"Madhya Pradesh","DINDORI","1","0"
"Madhya Pradesh","GUNA","1","0"
"Madhya Pradesh","HARDA","1","0"
"Madhya Pradesh","INDORE","1","0"
"Madhya Pradesh","JHABUA","1","0"
"Madhya Pradesh","KHANDWA","1","0"
"Madhya Pradesh","KHARGONE","1","0"
"Madhya Pradesh","MANDSAUR","1","0"
"Madhya Pradesh","MORENA","1","0"
"Madhya Pradesh","NARSINGHPUR","1","0"
"Madhya Pradesh","NEEMUCH","1","0"
"Madhya Pradesh","RAISEN","1","0"
"Madhya Pradesh","RAJGARH","1","0"
"Madhya Pradesh","RATLAM","1","0"
"Madhya Pradesh","SEONI","1","0"
"Madhya Pradesh","SHEOPUR","1","0"
"Madhya Pradesh","SHIVPURI","1","0"
"Madhya Pradesh","SIDHI","1","0"
"Madhya Pradesh","TIKAMGARH","1","0"
"Madhya Pradesh","UJJAIN","1","0"
"Madhya Pradesh","VIDISHA","1","0"
"Maharashtra","AHMEDNAGAR","1","0"
"Maharashtra","AKOLA","1","0"
"Maharashtra","AMRAVATI","1","0"
"Maharashtra","AURANGABAD","1","0"
"Maharashtra","BEED","1","0"
"Maharashtra","BHANDARA","1","0"
"Maharashtra","BULDHANA","1","0"
"Maharashtra","CHANDRAPUR","1","0"
"Maharashtra","DHULE","1","0"
"Maharashtra","GADCHIROLI","1","0"
"Maharashtra","HINGOLI","1","0"
"Maharashtra","JALGAON","1","0"
"Maharashtra","JALNA","1","0"
"Maharashtra","LATUR","1","0"
"Maharashtra","NAGPUR","1","0"
"Maharashtra","NANDED","1","0"
"Maharashtra","NANDURBAR","1","0"
"Maharashtra","NASHIK","1","0"
"Maharashtra","OSMANABAD","1","0"
"Maharashtra","PARBHANI","1","0"
"Maharashtra","SANGLI","1","0"
"Maharashtra","SATARA","1","0"
"Maharashtra","SOLAPUR","1","0"
"Maharashtra","WARDHA","1","0"
"Maharashtra","WASHIM","1","0"
"Maharashtra","YAVATMAL","1","0"
"Meghalaya","EAST GARO HILLS","1","0"
"Meghalaya","NORTH GARO HILLS","1","0"
"Meghalaya","SOUTH GARO HILLS","1","0"
"Meghalaya","SOUTH WEST GARO HILLS","1","0"
"Meghalaya","WEST GARO HILLS","1","0"
"Nagaland","Dimapur","1","0"
"Nagaland","Phek","1","0"
"Telangana","ADILABAD","1","0"
"Telangana","BHADRADRI","1","0"
"Telangana","HYDERABAD","1","0"
"Telangana","JAGITIAL","1","0"
"Telangana","JANGOAN","1","0"
"Telangana","JAYASHANKAR","1","0"
"Telangana","JOGULAMBA","1","0"
"Telangana","KAMAREDDY","1","0"
"Telangana","KARIMNAGAR","1","0"
"Telangana","KHAMMAM","1","0"
"Telangana","KOMARAM BHEEM ASIFABAD","1","0"
"Telangana","MAHABUBABAD","1","0"
"Telangana","MAHBUBNAGAR","1","0"
"Telangana","MANCHERIAL","1","0"
"Telangana","MEDAK","1","0"
"Telangana","MEDCHAL","1","0"
"Telangana","MULUGU","1","0"
"Telangana","NAGARKURNOOL","1","0"
"Telangana","NALGONDA","1","0"
"Telangana","NARAYANAPET","1","0"
"Telangana","NIRMAL","1","0"
"Telangana","NIZAMABAD","1","0"
"Telangana","PEDDAPALLI","1","0"
"Telangana","RAJANNA","1","0"
"Telangana","RANGAREDDI","1","0"
"Telangana","SANGAREDDY","1","0"
"Telangana","SIDDIPET","1","0"
"Telangana","SURYAPET","1","0"
"Telangana","VIKARABAD","1","0"
"Telangana","WANAPARTHY","1","0"
"Telangana","WARANGAL","1","0"
"Telangana","WARANGAL URBAN","1","0"
"Telangana","YADADRI","1","0"
"Tripura","DHALAI","1","0"
"Tripura","GOMATI","1","0"
"Tripura","KHOWAI","1","0"
"Tripura","NORTH TRIPURA","1","0"
"Tripura","SEPAHIJALA","1","0"
"Tripura","SOUTH TRIPURA","1","0"
"Tripura","UNAKOTI","1","0"
"Tripura","WEST TRIPURA","1","0"
"Uttar Pradesh","AGRA","1","0"
"Uttar Pradesh","ALIGARH","1","0"
"Uttar Pradesh","BAGHPAT","1","0"
"Uttar Pradesh","BULANDSHAHR","1","0"
"Uttar Pradesh","ETAH","1","0"
"Uttar Pradesh","FIROZABAD","1","0"
"Uttar Pradesh","GAUTAM BUDDHA NAGAR","1","0"
"Uttar Pradesh","HATHRAS","1","0"
"Uttar Pradesh","MATHURA","1","0"
"Uttar Pradesh","MEERUT","1","0"
"Uttar Pradesh","MUZAFFARNAGAR","1","0"
"Uttar Pradesh","SAHARANPUR","1","0"
"Uttar Pradesh","SANT KABEER NAGAR","1","0"
"Uttar Pradesh","SANT RAVIDAS NAGAR","1","0"
"Uttar Pradesh","SITAPUR","1","0"
"West Bengal","24 PARAGANAS SOUTH","1","0"
