"State","District","Kharif","Rabi"
"Gujarat","RAJKOT","1","0"
"Gujarat","SABAR KANTHA","1","0"
"Gujarat","SURAT","1","0"
"Gujarat","SURENDRANAGAR","1","0"
"Gujarat","TAPI","1","0"
"Gujarat","VADODARA","1","0"
"Gujarat","VALSAD","1","0"
"Himachal Pradesh","BILASPUR","1","0"
"Himachal Pradesh","CHAMBA","1","0"
"Himachal Pradesh","KANGRA","1","0"
"Himachal Pradesh","KULLU","1","0"
"Himachal Pradesh","SHIMLA","1","0"
"Himachal Pradesh","SIRMAUR","1","0"
"Karnataka","BAGALKOT","1","0"
"Karnataka","BANGALORE RURAL","1","0"
"Karnataka","BELGAUM","1","0"
"Karnataka","BELLARY","1","0"
"Karnataka","BENGALURU URBAN","1","0"
"Karnataka","BIDAR","1","0"
"Karnataka","BIJAPUR","1","0"
"Karnataka","CHAMARAJANAGAR","1","0"
"Karnataka","CHIKBALLAPUR","1","0"
"Karnataka","CHIKMAGALUR","1","0"
"Karnataka","CHITRADURGA","1","0"
"Karnataka","DAKSHIN KANNAD","1","0"
"Karnataka","DAVANGERE","1","0"
"Karnataka","DHARWAD","1","0"
"Karnataka","GADAG","1","0"
"Karnataka","GULBARGA","1","0"
"Karnataka","HASSAN","1","0"
"Karnataka","HAVERI","1","0"
"Karnataka","KOLAR","1","0"
"Karnataka","KOPPAL","1","0"
"Karnataka","MANDYA","1","0"
"Karnataka","MYSORE","1","0"
"Karnataka","RAICHUR","1","0"
"Karnataka","RAMANAGARA","1","0"
"Karnataka","SHIMOGA","1","0"
"Karnataka","TUMKUR","1","0"
"Karnataka","UTTAR KANNAD","1","0"
"Karnataka","YADGIR","1","0"
"Madhya Pradesh","AGAR MALWA","1","0"
"Madhya Pradesh","ALIRAJPUR","1","0"
"Madhya Pradesh","ANUPPUR","1","0"
"Madhya Pradesh","ASHOKNAGAR","1","0"
"Madhya Pradesh","BALAGHAT","1","0"
"Madhya Pradesh","BARWANI","1","0"
"Madhya Pradesh","BETUL","1","0"
"Madhya Pradesh","BHIND","1","0"
"Madhya Pradesh","BHOPAL","1","0"
"Madhya Pradesh","BURHANPUR","1","0"
"Madhya Pradesh","CHHATARPUR","1","0"
"Madhya Pradesh","CHHINDWARA","1","0"
"Madhya Pradesh","DAMOH","1","0"
"Madhya Pradesh","DATIA","1","0"
"Madhya Pradesh","DEWAS","1","0"
"Madhya Pradesh","DHAR","1","0"
"Madhya Pradesh","DINDORI","1","0"
"Madhya Pradesh","GUNA","1","0"
"Madhya Pradesh","GWALIOR","1","0"
"Madhya Pradesh","HARDA","1","0"
"Madhya Pradesh","HOSHANGABAD","1","0"
"Madhya Pradesh","INDORE","1","0"
"Madhya Pradesh","JABALPUR","1","0"
"Madhya Pradesh","JHABUA","1","0"
"Madhya Pradesh","KATNI","1","0"
"Madhya Pradesh","KHANDWA","1","0"
"Madhya Pradesh","KHARGONE","1","0"
"Madhya Pradesh","MANDLA","1","0"
"Madhya Pradesh","MANDSAUR","1","0"
"Madhya Pradesh","MORENA","1","0"
"Madhya Pradesh","NARSINGHPUR","1","0"
"Madhya Pradesh","NEEMUCH","1","0"
"Madhya Pradesh","PANNA","1","0"
"Madhya Pradesh","RAISEN","1","0"
"Madhya Pradesh","RAJGARH","1","0"
"Madhya Pradesh","RATLAM","1","0"
"Madhya Pradesh","REWA","1","0"
"Madhya Pradesh","SAGAR","1","0"
"Madhya Pradesh","SATNA","1","0"
"Madhya Pradesh","SEHORE","1","0"
"Madhya Pradesh","SEONI","1","0"
"Madhya Pradesh","SHAHDOL","1","0"
"Madhya Pradesh","SHAJAPUR","1","0"
"Madhya Pradesh","SHEOPUR","1","0"
"Madhya Pradesh","SHIVPURI","1","0"
"Madhya Pradesh","SIDHI","1","0"
"Madhya Pradesh","SINGRAULI","1","0"
"Madhya Pradesh","TIKAMGARH","1","0"
"Madhya Pradesh","UJJAIN","1","0"
"Madhya Pradesh","UMARIA","1","0"
"Madhya Pradesh","VIDISHA","1","0"
"Meghalaya","EAST GARO HILLS","1","0"
"Meghalaya","NORTH GARO HILLS","1","0"
"Meghalaya","SOUTH GARO HILLS","1","0"
"Meghalaya","SOUTH WEST GARO HILLS","1","0"
"Meghalaya","WEST GARO HILLS","1","0"
"Nagaland","DIMAPUR","1","0"
"Nagaland","KIPHIRE","1","0"
"Nagaland","KOHIMA","1","0"
"Nagaland","LONGLENG","1","0"
"Nagaland","MOKOKCHUNG","1","0"
"Nagaland","MON","1","0"
"Nagaland","PEREN","1","0"
"Nagaland","PHEK","1","0"
"Nagaland","TUENSANG","1","0"
"Nagaland","WOKHA","1","0"
"Nagaland","ZUNHEBOTO","1","0"
"Telangana","ADILABAD","1","0"
"Telangana","BHADRADRI","1","1"
"Telangana","JAGITIAL","1","0"
"Telangana","JANGOAN","1","1"
"Telangana","JAYASHANKAR","1","1"
"Telangana","JOGULAMBA","1","1"
"Telangana","KAMAREDDY","1","0"
"Telangana","KARIMNAGAR","1","0"
"Telangana","KHAMMAM","1","1"
"Telangana","KOMARAM BHEEM ASIFABAD","1","1"
"Telangana","MAHABUBABAD","1","1"
"Telangana","MAHBUBNAGAR","1","1"
"Telangana","MANCHERIAL","1","1"
"Telangana","MEDAK","1","0"
"Telangana","MEDCHAL","1","0"
"Telangana","MULUGU","1","1"
"Telangana","NAGARKURNOOL","1","1"
"Telangana","NALGONDA","1","0"
"Telangana","NARAYANAPET","1","0"
"Telangana","NIRMAL","1","0"
"Telangana","NIZAMABAD","1","0"
"Telangana","PEDDAPALLI","1","0"
"Telangana","RAJANNA","1","0"
"Telangana","RANGAREDDI","1","0"
"Telangana","SANGAREDDY","1","0"
"Telangana","SIDDIPET","1","0"
"Telangana","SURYAPET","1","0"
"Telangana","VIKARABAD","1","1"
"Telangana","WANAPARTHY","1","0"
"Telangana","WARANGAL","1","1"
"Telangana","WARANGAL URBAN","1","0"
"Telangana","YADADRI","1","0"
"Tripura","DHALAI","1","0"
"Tripura","GOMATI","1","0"
"Tripura","KHOWAI","1","0"
"Tripura","NORTH TRIPURA","1","0"
"Tripura","SEPAHIJALA","1","0"
"Tripura","SOUTH TRIPURA","1","0"
"Tripura","UNAKOTI","1","0"
"Tripura","WEST TRIPURA","1","0"
"Uttar Pradesh","AGRA","1","0"
"Uttar Pradesh","ALIGARH","1","0"
"Uttar Pradesh","ALLAHABAD","1","0"
"Uttar Pradesh","AMBEDKAR NAGAR","1","0"
"Uttar Pradesh","AMETHI","1","0"
"Uttar Pradesh","AMROHA","1","0"
"Uttar Pradesh","AURAIYA","1","0"
"Uttar Pradesh","AZAMGARH","1","0"
"Uttar Pradesh","BAGHPAT","1","0"
"Uttar Pradesh","BAHRAICH","1","0"
"Uttar Pradesh","BALLIA","1","0"
"Uttar Pradesh","BALRAMPUR","1","0"
"Uttar Pradesh","BANDA","1","0"
"Uttar Pradesh","BARABANKI","1","0"
"Uttar Pradesh","BAREILLY","1","0"
"Uttar Pradesh","BASTI","1","0"
"Uttar Pradesh","BIJNOR","1","0"
"Uttar Pradesh","BULANDSHAHR","1","0"
"Uttar Pradesh","CHANDAULI","1","0"
"Uttar Pradesh","CHITRAKOOT","1","0"
"Uttar Pradesh","DEORIA","1","0"
"Uttar Pradesh","ETAH","1","0"
"Uttar Pradesh","ETAWAH","1","0"
"Uttar Pradesh","FAIZABAD","1","0"
"Uttar Pradesh","FARRUKHABAD","1","0"
"Uttar Pradesh","FATEHPUR","1","0"
"Uttar Pradesh","FIROZABAD","1","0"
"Uttar Pradesh","GAUTAM BUDDHA NAGAR","1","0"
"Uttar Pradesh","GHAZIABAD","1","0"
"Uttar Pradesh","GHAZIPUR","1","0"
"Uttar Pradesh","GONDA","1","0"
"Uttar Pradesh","GORAKHPUR","1","0"
"Uttar Pradesh","HAMIRPUR","1","0"
"Uttar Pradesh","HAPUR","1","0"
"Uttar Pradesh","HARDOI","1","0"
"Uttar Pradesh","HATHRAS","1","0"
"Uttar Pradesh","JALAUN","1","0"
"Uttar Pradesh","JAUNPUR","1","0"
"Uttar Pradesh","JHANSI","1","0"
"Uttar Pradesh","KANNAUJ","1","0"
"Uttar Pradesh","KANPUR DEHAT","1","0"
"Uttar Pradesh","KANPUR NAGAR","1","0"
"Uttar Pradesh","KASGANJ","1","0"
"Uttar Pradesh","KAUSHAMBI","1","0"
"Uttar Pradesh","KHERI","1","0"
"Uttar Pradesh","KUSHI NAGAR","1","0"
"Uttar Pradesh","LALITPUR","1","0"
"Uttar Pradesh","LUCKNOW","1","0"
"Uttar Pradesh","MAHARAJGANJ","1","0"
"Uttar Pradesh","MAHOBA","1","0"
"Uttar Pradesh","MAINPURI","1","0"
"Uttar Pradesh","MATHURA","1","0"
"Uttar Pradesh","MAU","1","0"
"Uttar Pradesh","MEERUT","1","0"
"Uttar Pradesh","MIRZAPUR","1","0"
"Uttar Pradesh","MORADABAD","1","0"
"Uttar Pradesh","MUZAFFARNAGAR","1","0"
"Uttar Pradesh","PILIBHIT","1","0"
"Uttar Pradesh","PRATAPGARH","1","0"
"Uttar Pradesh","RAE BARELI","1","0"
"Uttar Pradesh","RAMPUR","1","0"
"Uttar Pradesh","SAMBHAL","1","0"
"Uttar Pradesh","SANT KABEER NAGAR","1","0"
"Uttar Pradesh","SANT RAVIDAS NAGAR","1","0"
"Uttar Pradesh","SHAHJAHANPUR","1","0"
"Uttar Pradesh","SHRAVASTI","1","0"
"Uttar Pradesh","SIDDHARTH NAGAR","1","0"
"Uttar Pradesh","SITAPUR","1","0"
"Uttar Pradesh","SONBHADRA","1","0"
"Uttar Pradesh","SULTANPUR","1","0"
"Uttar Pradesh","UNNAO","1","0"
"Uttar Pradesh","VARANASI","1","0"
"Uttarakhand","ALMORA","1","0"
"Uttarakhand","BAGESHWAR","1","0"
"Uttarakhand","CHAMOLI","1","0"
"Uttarakhand","CHAMPAWAT","1","0"
"Uttarakhand","DEHRADUN","1","0"
"Uttarakhand","NAINITAL","1","0"
"Uttarakhand","PAURI GARHWAL","1","0"
"Uttarakhand","PITHORAGARH","1","0"
"Uttarakhand","RUDRA PRAYAG","1","0"
"Uttarakhand","TEHRI GARHWAL","1","0"
"Uttarakhand","UDAM SINGH NAGAR","1","0"
"Uttarakhand","UTTAR KASHI","1","0"
"West Bengal","24 PARAGANAS NORTH","0","1"
"West Bengal","24 PARAGANAS SOUTH","0","1"
"West Bengal","ALIPURDUAR","0","1"
"West Bengal","BANKURA","0","1"
"West Bengal","BIRBHUM","0","1"
"West Bengal","DARJEELING","0","1"
"West Bengal","HOOGHLY","0","1"
"West Bengal","JALPAIGURI","0","1"
"West Bengal","JHARGRAM","0","1"
"West Bengal","MALDAH","0","1"
"West Bengal","MEDINIPUR WEST","0","1"
"West Bengal","MURSHIDABAD","0","1"
"West Bengal","NADIA","0","1"
"West Bengal","PASCHIM BARDHAMAN","0","1"
"West Bengal","PURBA BARDHAMAN","0","1"
"West Bengal","PURULIA","0","1"
