"State","District","Kharif","Rabi"
"Karnataka","SHIMOGA","1","1"
"Karnataka","TUMKUR","1","1"
"Karnataka","UDUPI","1","1"
"Karnataka","UTTAR KANNAD","1","1"
"Karnataka","YADGIR","1","1"
"Madhya Pradesh","AGAR MALWA","1","0"
"Madhya Pradesh","ALIRAJPUR","1","0"
"Madhya Pradesh","ANUPPUR","1","0"
"Madhya Pradesh","ASHOKNAGAR","1","0"
"Madhya Pradesh","BALAGHAT","1","0"
"Madhya Pradesh","BARWANI","1","0"
"Madhya Pradesh","BETUL","1","0"
"Madhya Pradesh","BHIND","1","0"
"Madhya Pradesh","BHOPAL","1","0"
"Madhya Pradesh","BURHANPUR","1","0"
"Madhya Pradesh","CHHATARPUR","1","0"
"Madhya Pradesh","CHHINDWARA","1","0"
"Madhya Pradesh","DAMOH","1","0"
"Madhya Pradesh","DATIA","1","0"
"Madhya Pradesh","DEWAS","1","0"
"Madhya Pradesh","DHAR","1","0"
"Madhya Pradesh","DINDORI","1","0"
"Madhya Pradesh","GUNA","1","0"
"Madhya Pradesh","GWALIOR","1","0"
"Madhya Pradesh","HARDA","1","0"
"Madhya Pradesh","HOSHANGABAD","1","0"
"Madhya Pradesh","INDORE","1","0"
"Madhya Pradesh","JABALPUR","1","0"
"Madhya Pradesh","JHABUA","1","0"
"Madhya Pradesh","KATNI","1","0"
"Madhya Pradesh","KHANDWA","1","0"
"Madhya Pradesh","KHARGONE","1","0"
"Madhya Pradesh","MANDLA","1","0"
"Madhya Pradesh","MANDSAUR","1","0"
"Madhya Pradesh","MORENA","1","0"
"Madhya Pradesh","NARSINGHPUR","1","0"
"Madhya Pradesh","NEEMUCH","1","0"
"Madhya Pradesh","NIWARI","1","0"
"Madhya Pradesh","PANNA","1","0"
"Madhya Pradesh","RAISEN","1","0"
"Madhya Pradesh","RAJGARH","1","0"
"Madhya Pradesh","RATLAM","1","0"
"Madhya Pradesh","REWA","1","0"
"Madhya Pradesh","SAGAR","1","0"
"Madhya Pradesh","SATNA","1","0"
"Madhya Pradesh","SEHORE","1","0"
"Madhya Pradesh","SEONI","1","0"
"Madhya Pradesh","SHAHDOL","1","0"
"Madhya Pradesh","SHAJAPUR","1","0"
"Madhya Pradesh","SHEOPUR","1","0"
"Madhya Pradesh","SHIVPURI","1","0"
"Madhya Pradesh","SIDHI","1","0"
"Madhya Pradesh","SINGRAULI","1","0"
"Madhya Pradesh","TIKAMGARH","1","0"
"Madhya Pradesh","UJJAIN","1","0"
"Madhya Pradesh","UMARIA","1","0"
"Madhya Pradesh","VIDISHA","1","0"
"Maharashtra","AHMEDNAGAR","1","1"
"Maharashtra","AKOLA","1","1"
"Maharashtra","AMRAVATI","1","1"
"Maharashtra","AURANGABAD","1","1"
"Maharashtra","BEED","1","1"
"Maharashtra","BHANDARA","1","1"
"Maharashtra","BULDHANA","1","1"
"Maharashtra","CHANDRAPUR","1","1"
"Maharashtra","DHULE","1","1"
"Maharashtra","GADCHIROLI","1","0"
"Maharashtra","GONDIA","1","1"
"Maharashtra","HINGOLI","1","1"
"Maharashtra","JALGAON","1","1"
"Maharashtra","JALNA","1","1"
"Maharashtra","KOLHAPUR","1","1"
"Maharashtra","LATUR","1","1"
"Maharashtra","NAGPUR","1","1"
"Maharashtra","NANDED","1","1"
"Maharashtra","NANDURBAR","1","1"
"Maharashtra","NASHIK","1","1"
"Maharashtra","OSMANABAD","1","1"
"Maharashtra","PALGHAR","1","1"
"Maharashtra","PARBHANI","1","1"
"Maharashtra","PUNE","1","1"
"Maharashtra","SANGLI","1","1"
"Maharashtra","SATARA","1","1"
"Maharashtra","SINDHUDURG","1","1"
"Maharashtra","SOLAPUR","1","1"
"Maharashtra","WARDHA","1","1"
"Maharashtra","WASHIM","1","1"
"Maharashtra","YAVATMAL","1","1"
"Nagaland","KOHIMA","1","0"
"Nagaland","MON","1","0"
"Nagaland","PHEK","1","0"
"Nagaland","WOKHA","1","0"
"Nagaland","ZUNHEBOTO","1","0"
"Telangana","ADILABAD","1","1"
"Telangana","BHADRADRI","0","1"
"Telangana","JAGITIAL","0","1"
"Telangana","JANGOAN","1","1"
"Telangana","JAYASHANKAR","1","1"
"Telangana","JOGULAMBA","1","1"
"Telangana","KAMAREDDY","1","1"
"Telangana","KHAMMAM","1","1"
"Telangana","KOMARAM BHEEM ASIFABAD","1","1"
"Telangana","MAHABUBABAD","0","1"
"Telangana","MAHBUBNAGAR","1","0"
"Telangana","MANCHERIAL","1","1"
"Telangana","MEDAK","1","1"
"Telangana","MEDCHAL","1","1"
"Telangana","MULUGU","0","1"
"Telangana","NAGARKURNOOL","1","1"
"Telangana","NARAYANAPET","1","1"
"Telangana","NIRMAL","1","1"
"Telangana","NIZAMABAD","0","1"
"Telangana","RANGAREDDI","1","1"
"Telangana","SANGAREDDY","1","1"
"Telangana","SIDDIPET","1","0"
"Telangana","SURYAPET","1","1"
"Telangana","VIKARABAD","1","1"
"Telangana","WANAPARTHY","1","1"
"Telangana","WARANGAL","1","1"
"Telangana","YADADRI","1","1"
"Tripura","DHALAI","1","1"
"Tripura","GOMATI","1","1"
"Tripura","KHOWAI","1","1"
"Tripura","NORTH TRIPURA","1","1"
"Tripura","SEPAHIJALA","1","1"
"Tripura","SOUTH TRIPURA","1","1"
"Tripura","UNAKOTI","1","0"
"Tripura","WEST TRIPURA","1","0"
"Uttar Pradesh","AGRA","1","0"
"Uttar Pradesh","ALIGARH","1","0"
"Uttar Pradesh","ALLAHABAD","1","0"
"Uttar Pradesh","AMBEDKAR NAGAR","1","0"
"Uttar Pradesh","AMETHI","1","0"
"Uttar Pradesh","AURAIYA","1","0"
"Uttar Pradesh","AZAMGARH","1","0"
"Uttar Pradesh","BAHRAICH","1","0"
"Uttar Pradesh","BALLIA","1","0"
"Uttar Pradesh","BANDA","1","0"
"Uttar Pradesh","BARABANKI","1","0"
"Uttar Pradesh","BAREILLY","1","0"
"Uttar Pradesh","BUDAUN","1","0"
"Uttar Pradesh","BULANDSHAHR","1","0"
"Uttar Pradesh","CHANDAULI","1","0"
"Uttar Pradesh","CHITRAKOOT","1","0"
"Uttar Pradesh","DEORIA","1","0"
"Uttar Pradesh","ETAH","1","0"
"Uttar Pradesh","FAIZABAD","1","0"
"Uttar Pradesh","FARRUKHABAD","1","0"
"Uttar Pradesh","FATEHPUR","1","0"
"Uttar Pradesh","FIROZABAD","1","0"
"Uttar Pradesh","GAUTAM BUDDHA NAGAR","1","0"
"Uttar Pradesh","GHAZIABAD","1","0"
"Uttar Pradesh","HAMIRPUR","1","0"
"Uttar Pradesh","HARDOI","1","0"
"Uttar Pradesh","HATHRAS","1","0"
"Uttar Pradesh","JALAUN","1","0"
"Uttar Pradesh","JAUNPUR","1","0"
"Uttar Pradesh","JHANSI","1","0"
"Uttar Pradesh","KANNAUJ","1","0"
"Uttar Pradesh","KANPUR DEHAT","1","0"
"Uttar Pradesh","KANPUR NAGAR","1","0"
"Uttar Pradesh","KASGANJ","1","0"
"Uttar Pradesh","KAUSHAMBI","1","0"
"Uttar Pradesh","KHERI","1","0"
"Uttar Pradesh","LALITPUR","1","0"
"Uttar Pradesh","LUCKNOW","1","0"
"Uttar Pradesh","MAHOBA","1","0"
"Uttar Pradesh","MAINPURI","1","0"
"Uttar Pradesh","MATHURA","1","0"
"Uttar Pradesh","MAU","1","0"
"Uttar Pradesh","MEERUT","1","0"
"Uttar Pradesh","MIRZAPUR","1","0"
"Uttar Pradesh","MORADABAD","1","0"
"Uttar Pradesh","MUZAFFARNAGAR","1","0"
"Uttar Pradesh","RAE BARELI","1","0"
"Uttar Pradesh","RAMPUR","1","0"
"Uttar Pradesh","SAMBHAL","1","0"
"Uttar Pradesh","SANT KABEER NAGAR","1","0"
"Uttar Pradesh","SANT RAVIDAS NAGAR","1","0"
"Uttar Pradesh","SHAHJAHANPUR","1","0"
"Uttar Pradesh","SHRAVASTI","1","0"
"Uttar Pradesh","SITAPUR","1","0"
"Uttar Pradesh","SONBHADRA","1","0"
"Uttar Pradesh","SULTANPUR","1","0"
"Uttar Pradesh","UNNAO","1","0"
"Uttar Pradesh","VARANASI","1","0"
"West Bengal","Purulia","1","0"
